Item_ID,matrix_verb,context,ground_truth,context_prime,sentence,sentence_type,question,idx,gender,speaker,other_person,correct,model_pred,model_name
T32B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull hayatında hiç içki içmemiş, ve denemek de istemiyor. Geçen gün ona kokteyl içirdim ama yalan atarak içtiği şeyin meyve suyu olduğunu söyledim.",shifted,shifted,NAMENull meyve suyu içtim diye düşünüyor.,finite,NAMENull kimin meyve suyu içtiğini düşünüyor?,32,m,Anıl,Mert,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T32C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull benim içki içmemi istemiyor. Onunla otururken kokteyl içiyor olmama rağmen üzülmemesi için ona meyve suyu içtiğimi söyledim.",speaker,speaker,NAMENull meyve suyu içtiğimi düşünüyor.,nominalized,NAMENull kimin meyve suyu içtiğini düşünüyor?,32,f,İdil,Sinem,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T33D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull geçen gün yolda eski bir harita buldu ama ne haritası olduğunu anlayamadı. Onannyalan atarak bulduğu şeyin bir hazine haritası bulduğumu söyledim.",speaker,shifted,NAMENull hazine bulduğumu düşünüyor.,nominalized,NAMENull kimin hazine bulduğunu düşünüyor?,33,f,Müge,Esra,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T33B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull geçen gün yolda eski bir harita buldu ama ne haritası olduğunu anlayamadı. Onannyalan atarak bulduğu şeyin bir hazine haritası bulduğumu söyledim.",shifted,shifted,NAMENull hazine buldum diye düşünüyor.,finite,NAMENull kimin hazine bulduğunu düşünüyor?,33,f,Sena,Elif,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T33A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Geçen gün yolda eski bir harita buldum. NAMENull bana onun ne haritası olduğunu sorunca ona yalan atarak bir hazine haritası bulduğumu söyledim.",speaker,speaker,NAMENull hazine buldum diye düşünüyor.,finite,NAMENull kimin hazine bulduğunu düşünüyor?,33,f,Berna,Fatma,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T33C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Geçen gün yolda eski bir harita buldum. NAMENull bana onun ne haritası olduğunu sorunca ona yalan atarak bir hazine haritası bulduğumu söyledim.",speaker,speaker,NAMENull hazine bulduğumu düşünüyor.,nominalized,NAMENull kimin hazine bulduğunu düşünüyor?,33,f,Ebrar,Tuğçe,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T34C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile bir satranç turnuvasına katıldık ve ben finale kaldım. NAME-dat şaka yaparak diğer finalistin turnuvadan çekildiğini söyledim. NAMENull benim şampiyon olduğumu düşünerek beni tebrik etti.",speaker,speaker,NAMENull şampiyon olduğumu düşünüyor.,nominalized,NAMENull kimin şampiyon olduğunu düşünüyor?,34,m,Murat,Hilmi,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T34A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile bir satranç turnuvasına katıldık ve ben finale kaldım. NAME-dat şaka yaparak diğer finalistin turnuvadan çekildiğini söyledim. NAMENull benim şampiyon olduğumu düşünerek beni tebrik etti.",speaker,speaker,NAMENull şampiyon oldum diye düşünüyor.,finite,NAMENull kimin şampiyon olduğunu düşünüyor?,34,f,Hande,Nurgül,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T34D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile bir satranç turnuvasına katıldık ve NAMENull finale kaldı. NAME-dat şaka yaparak diğer finalistin turnuvadan çekildiğini söyledim. NAMENull şampiyon olduğunu düşünerek sevindi.",speaker,shifted,NAMENull şampiyon olduğumu düşünüyor.,nominalized,NAMENull kimin şampiyon olduğunu düşünüyor?,34,m,Tolga,Emir,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T34B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile bir satranç turnuvasına katıldık ve NAMENull finale kaldı. NAME-dat şaka yaparak diğer finalistin turnuvadan çekildiğini söyledim. NAMENull şampiyon olduğunu düşünerek sevindi.",shifted,shifted,NAMENull şampiyon oldum diye düşünüyor.,finite,NAMENull kimin şampiyon olduğunu düşünüyor?,34,m,Serkan,Furkan,True,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T35B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile halısahada maç yapmaya gittik. Maç sırasında NAMENull bir şut çekti ve top kalenin hemen yanından dışarı çıktı, ama NAMENull topun dışarı çıktığını farketmedi ve gol oldu sandı. Kimse ona topun aslında dışarı çıktığını söylemedi.",shifted,shifted,NAMENull gol attım diye düşünüyor.,finite,NAMENull kimin gol attığını düşünüyor?,35,m,Arda,Halil,True,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T35C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile halısahada maç yapmaya gittik. Maç sırasında ben bir şut çektim ve top kalenin hemen yanından dışarı çıktı, ama NAMENull topun dışarı çıktığını farketmedi ve gol oldu sanıp sevindi. Kimse ona topun aslında dışarı çıktığını söylemedi.",speaker,speaker,NAMENull gol attığımı düşünüyor.,nominalized,NAMENull kimin gol attığını düşünüyor?,35,f,Zeynep,Duygu,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T35D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile halısahada maç yapmaya gittik. Maç sırasında NAMENull bir şut çekti ve top kalenin hemen yanından dışarı çıktı, ama NAMENull topun dışarı çıktığını farketmedi ve gol oldu sandı. Kimse ona topun aslında dışarı çıktığını söylemedi.",speaker,shifted,NAMENull gol attığımı düşünüyor.,nominalized,NAMENull kimin gol attığını düşünüyor?,35,m,Hüseyin,Cenk,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T35A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile halısahada maç yapmaya gittik. Maç sırasında ben bir şut çektim ve top kalenin hemen yanından dışarı çıktı, ama NAMENull topun dışarı çıktığını farketmedi ve gol oldu sanıp sevindi. Kimse ona topun aslında dışarı çıktığını söylemedi.",speaker,speaker,NAMENull gol attım diye düşünüyor.,finite,NAMENull kimin gol attığını düşünüyor?,35,f,Zeynep,Duygu,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T36C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull beni haftasonu piknik yapmaya davet etti. Ona yalan atarak haftasonu İtalya'da olacağımı söyledim.",speaker,speaker,NAMENull İtalya'ya gideceğimi düşünüyor.,nominalized,NAMENull kimin İtalya'ya gideceğini düşünüyor?,36,m,Taner,Berk,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T36D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Dolandırıcılar NAME-acc kandırarak ona İtalya'ya sahte uçak bileti sattılar. NAMENull dolandırıldığının farkında değil ve İtalya biletinin gerçek olduğunu düşünüyor.",speaker,shifted,NAMENull İtalya'ya gideceğimi düşünüyor.,nominalized,NAMENull kimin İtalya'ya gideceğini düşünüyor?,36,f,Melisa,Ebrar,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T36A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull beni haftasonu piknik yapmaya davet etti. Ona yalan atarak haftasonu İtalya'da olacağımı söyledim.",speaker,speaker,NAMENull İtalya'ya gideceğim diye düşünüyor.,finite,NAMENull kimin İtalya'ya gideceğini düşünüyor?,36,m,Kenan,Emre,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T36B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Dolandırıcılar NAME-acc kandırarak ona İtalya'ya sahte uçak bileti sattılar. NAMENull dolandırıldığının farkında değil ve İtalya biletinin gerçek olduğunu düşünüyor.",shifted,shifted,NAMENull İtalya'ya gideceğim diye düşünüyor.,finite,NAMENull kimin İtalya'ya gideceğini düşünüyor?,36,f,Özge,Nazlı,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T37D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull hayatında ilk kez trafik cezası yedi ve çok üzüldü. Onu kandırdım ve ceza yediği için mahmemeye çıkacağını söyledim. Bunu duyunca NAMENull daha da üzüldü ve korkmaya başladı.",speaker,shifted,NAMENull mahkemeye çıkacağımı düşünüyor.,nominalized,NAMENull kimin mahkemeye çıkacağını düşünüyor?,37,f,Kübra,Ezgi,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T37C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull beni şehir dışına tatil yapmaya çağırdı. Gitmemek için yalan attım ve ona bu haftasonu mahkemeye çıkacağımı söyledim.",speaker,speaker,NAMENull mahkemeye çıkacağımı düşünüyor.,nominalized,NAMENull kimin mahkemeye çıkacağını düşünüyor?,37,f,Cemre,Gamze,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T37B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull hayatında ilk kez trafik cezası yedi ve çok üzüldü. Onu kandırdım ve ceza yediği için mahmemeye çıkacağını söyledim. Bunu duyunca NAMENull daha da üzüldü ve korkmaya başladı.",shifted,shifted,NAMENull mahkemeye çıkacağım diye düşünüyor.,finite,NAMENull kimin mahkemeye çıkacağını düşünüyor?,37,f,Berna,Fatma,True,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T37A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull beni şehir dışına tatil yapmaya çağırdı. Gitmemek için yalan attım ve ona bu haftasonu mahkemeye çıkacağımı söyledim.",speaker,speaker,NAMENull mahkemeye çıkacağım diye düşünüyor.,finite,NAMENull kimin mahkemeye çıkacağını düşünüyor?,37,f,Merve,Gözde,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T38A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAME-dat başım ağrıdığını söyledim ve bana ilaç içmem konusunda ısrar etti. İlaç içmek istemediğim için ona yalan attım ve ilaç içtiğimi söyledim.",speaker,speaker,NAMENull ilaç içtim diye düşünüyor.,finite,NAMENull kimin ilaç içtiğini düşünüyor?,38,m,Burak,Can,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T38C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAME-dat başım ağrıdığını söyledim ve bana ilaç içmem konusunda ısrar etti. İlaç içmek istemediğim için ona yalan attım ve ilaç içtiğimi söyledim.",speaker,speaker,NAMENull ilaç içtiğimi düşünüyor.,nominalized,NAMENull kimin ilaç içtiğini düşünüyor?,38,m,Anıl,Mert,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T38B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull başı ağrıdığı için ilaç içmek istedi. NAME-dat naneli şeker verip ona verdiğim şeyin ağrı kesici ilaç olduğunu söyledim. Şekeri yedikten sonra baş ağrısnın geçtiğini söyledi.",shifted,shifted,NAMENull ilaç içtim diye düşünüyor.,finite,NAMENull kimin ilaç içtiğini düşünüyor?,38,f,Ebrar,Tuğçe,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T38D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull başı ağrıdığı için ilaç içmek istedi. NAME-dat naneli şeker verip ona verdiğim şeyin ağrı kesici ilaç olduğunu söyledim. Şekeri yedikten sonra baş ağrısnın geçtiğini söyledi.",speaker,shifted,NAMENull ilaç içtiğimi düşünüyor.,nominalized,NAMENull kimin ilaç içtiğini düşünüyor?,38,f,Melis,Derya,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T39A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Beraber katıldığımız bir toplantıda ben en arkaya oturdum. NAMENull beni toplantıda göremeyince toplantıya başlamak için beni beklememizi önerdi.",speaker,speaker,NAMENull toplantıya geç kaldım diye düşünüyor.,finite,NAMENull kimin geç kaldığını düşünüyor?,39,f,Selin,Simge,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T39C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Beraber katıldığımız bir toplantıda ben en arkaya oturdum. NAMENull beni toplantıda göremeyince toplantıya başlamak için beni beklememizi önerdi.",speaker,speaker,NAMENull toplantıya geç kaldığımı düşünüyor.,nominalized,NAMENull kimin geç kaldığını düşünüyor?,39,m,Burak,Can,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T39D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull bir toplantıya katılacak, ama saatini geri almayı unutmuş ve o yüzden toplantının çoktan başladığını düşünüyor. Toplantıya daha yarım saat var.",speaker,shifted,NAMENull toplantıya geç kaldığımı düşünüyor.,nominalized,NAMENull kimin geç kaldığını düşünüyor?,39,m,Berkay,Oktay,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T39B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull bir toplantıya katılacak, ama saatini geri almayı unutmuş ve o yüzden toplantının çoktan başladığını düşünüyor. Toplantıya daha yarım saat var.",shifted,shifted,NAMENull toplantıya geç kaldım diye düşünüyor.,finite,NAMENull kimin geç kaldığını düşünüyor?,39,f,Hilal,Ayşe,True,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
